policy,seed,assistance,score,food_collected,steps,steps_survived,turn_ratio,terminated,truncated,won,end_reason,max_length,max_occupancy_percent,reached_half,ordered_requested_step,ordered_locked_step,ordered_steps,recovery_steps,repeated_states,max_repeated_cycle_length,repeated_ordered_states,unexpected_ordered_fallbacks,ordered_progress_errors,collision_after_requested,collision_after_locked,no_food_after_requested,steps_half_to_win,elapsed_seconds,overrides,max_decision_ms
Strategy,safety-17,False,250,25,372,371,0.4650537634408602,True,False,False,self,28,7,False,,,0,0,0,0,0,0,0,False,False,False,,0.007225800000000163,0,0.03130000000055588
Strategy,safety-18,False,160,16,258,257,0.32945736434108525,True,False,False,self,19,4.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.004915899999999965,0,0.03440000000045984
Strategy,safety-19,False,240,24,314,313,0.3535031847133758,True,False,False,self,27,6.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.00615480000000025,0,0.02990000000136206
Strategy,safety-0,True,1260,126,3000,3000,0.18266666666666667,False,True,False,evaluation_step_limit,129,32.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.16449029999999948,714,0.9897999999993772
Strategy,safety-1,True,1260,126,3000,3000,0.189,False,True,False,evaluation_step_limit,129,32.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.16130009999999856,608,0.471400000000358
Strategy,safety-2,True,1290,129,3000,3000,0.19566666666666666,False,True,False,evaluation_step_limit,132,33,False,,,0,0,0,0,0,0,0,False,False,False,,0.18921389999999882,577,0.5708999999988009
Strategy,safety-3,True,1200,120,3000,3000,0.18,False,True,False,evaluation_step_limit,123,30.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.17429860000000008,684,0.47400000000016007
Strategy,safety-4,True,1340,134,3000,3000,0.19733333333333333,False,True,False,evaluation_step_limit,137,34.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.17853700000000025,622,0.34360000000015134
Strategy,safety-5,True,1270,127,3000,3000,0.2,False,True,False,evaluation_step_limit,130,32.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.163950499999999,589,0.3474000000005617
Strategy,safety-6,True,1300,130,3000,3000,0.174,False,True,False,evaluation_step_limit,133,33.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.16601620000000003,684,1.0869000000002416
Strategy,safety-7,True,1320,132,3000,3000,0.16,False,True,False,evaluation_step_limit,135,33.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.15501629999999933,678,0.731499999999869
Strategy,safety-8,True,1350,135,3000,3000,0.18633333333333332,False,True,False,evaluation_step_limit,138,34.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.16689819999999964,766,0.48320000000057917
Strategy,safety-9,True,1130,113,3000,3000,0.18,False,True,False,evaluation_step_limit,116,29,False,,,0,0,0,0,0,0,0,False,False,False,,0.16138500000000022,710,0.44290000000000873
Strategy,safety-10,True,1310,131,3000,3000,0.181,False,True,False,evaluation_step_limit,134,33.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1637558000000008,675,0.4966999999996915
Strategy,safety-11,True,1260,126,3000,3000,0.187,False,True,False,evaluation_step_limit,129,32.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.17390049999999974,689,0.45600000000013097
Strategy,safety-12,True,1270,127,3000,3000,0.17133333333333334,False,True,False,evaluation_step_limit,130,32.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1743687000000009,824,0.43760000000111177
Strategy,safety-13,True,1450,145,3000,3000,0.19166666666666668,False,True,False,evaluation_step_limit,148,37,False,,,0,0,0,0,0,0,0,False,False,False,,0.18296609999999963,637,0.6872000000003027
Strategy,safety-14,True,1260,126,3000,3000,0.19,False,True,False,evaluation_step_limit,129,32.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.1901787000000004,720,0.5108999999993102
Strategy,safety-15,True,1310,131,3000,3000,0.17733333333333334,False,True,False,evaluation_step_limit,134,33.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.16676519999999984,765,0.931800000000294
Strategy,safety-16,True,1290,129,3000,3000,0.18233333333333332,False,True,False,evaluation_step_limit,132,33,False,,,0,0,0,0,0,0,0,False,False,False,,0.15465099999999984,798,0.41969999999855645
Strategy,safety-17,True,1250,125,3000,3000,0.17733333333333334,False,True,False,evaluation_step_limit,128,32,False,,,0,0,0,0,0,0,0,False,False,False,,0.16505259999999908,686,0.4297999999998865
Strategy,safety-18,True,1300,130,3000,3000,0.18766666666666668,False,True,False,evaluation_step_limit,133,33.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.15878119999999946,636,0.400099999998929
Strategy,safety-19,True,1340,134,3000,3000,0.16666666666666666,False,True,False,evaluation_step_limit,137,34.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.17490610000000015,635,0.6239999999997963
